Produto;Espécie;Região;Mercado;Semana;Data;Mínima;Máxima;Freq 
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;09-12-2019;0.14;0.17;0.16
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;16-12-2019;5.0;6.0;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;16-12-2019;0.53;0.7;0.6
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2019;5.0;6.0;5.5
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;30-12-2019;5.0;6.0;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;30-12-2019;0.53;0.7;0.6
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2019;0.53;0.7;0.6
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2019;0.14;0.18;0.17
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;06-01-2020;0.14;0.18;0.17
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;30-12-2019;0.14;0.18;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;06-01-2020;5.0;6.0;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;06-01-2020;0.53;0.7;0.6
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;13-01-2020;5.0;6.0;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;13-01-2020;0.53;0.7;0.6
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;13-01-2020;0.14;0.18;0.17
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;20-01-2020;0.15;0.19;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;27-01-2020;5.0;6.1;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;27-01-2020;0.47;0.63;0.53
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;20-01-2020;5.0;6.1;5.5
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;27-01-2020;0.15;0.19;0.18
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;20-01-2020;0.47;0.63;0.53
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2020;0.15;0.19;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;03-02-2020;5.0;6.1;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;03-02-2020;0.47;0.63;0.53
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;03-02-2020;0.15;0.19;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2020;5.0;6.1;5.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2020;0.47;0.63;0.53
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;24-02-2020;0.15;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;02-03-2020;5.5;6.5;6.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;02-03-2020;0.53;0.7;0.6
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;02-03-2020;0.15;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;09-03-2020;5.5;6.5;6.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;09-03-2020;0.53;0.7;0.6
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;17-02-2020;5.5;6.5;6.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;17-02-2020;0.53;0.7;0.6
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;17-02-2020;0.15;0.2;0.18
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;09-03-2020;0.15;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2020;5.5;6.5;6.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2020;0.53;0.7;0.6
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;24-02-2020;5.5;6.5;6.0
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2020;0.15;0.2;0.18
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;24-02-2020;0.53;0.7;0.6
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2020;0.16;0.21;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;06-04-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;06-04-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;06-04-2020;0.16;0.21;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;13-04-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;13-04-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;13-04-2020;0.16;0.21;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2020;5.5;6.5;6.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2020;0.53;0.7;0.6
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;20-04-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;20-04-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2020;0.15;0.2;0.18
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;20-04-2020;0.16;0.21;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;27-04-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;27-04-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;27-04-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;11-05-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;11-05-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;08-06-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;08-06-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;08-06-2020;0.16;0.2;0.19
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;11-05-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;18-05-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;18-05-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;15-06-2020;6.0;7.0;6.5
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;18-05-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;22;25-05-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;22;25-05-2020;0.6;0.8;0.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;15-06-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;22;25-05-2020;0.16;0.2;0.19
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;22-06-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;06-07-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;06-07-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;06-07-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;13-07-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;13-07-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;13-07-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;20-07-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;20-07-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;15-06-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;22-06-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;22-06-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;03-08-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;03-08-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;03-08-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;33;10-08-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;33;10-08-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;20-07-2020;0.16;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;27-07-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;27-07-2020;0.6;0.83;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;33;10-08-2020;0.16;0.19;0.17
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;27-07-2020;0.16;0.2;0.19
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;24-08-2020;0.16;0.19;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2020;0.16;0.19;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;24-08-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;24-08-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;31-08-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;31-08-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;31-08-2020;0.16;0.19;0.17
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;07-09-2020;0.16;0.19;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;14-09-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;14-09-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;07-09-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;07-09-2020;0.6;0.8;0.67
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;14-09-2020;0.16;0.19;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;21-09-2020;6.0;8.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;21-09-2020;0.6;0.8;0.67
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;12-10-2020;6.0;7.8;6.5
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;21-09-2020;0.16;0.19;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;28-09-2020;6.0;7.7;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;28-09-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;28-09-2020;0.15;0.18;0.16
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2020;6.0;7.8;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2020;0.67;0.87;0.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;12-10-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;12-10-2020;0.15;0.18;0.15
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2020;0.15;0.18;0.15
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;19-10-2020;0.15;0.18;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;19-10-2020;6.0;7.8;6.5
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2020;6.0;7.8;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2020;0.15;0.18;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2020;6.0;7.8;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2020;0.15;0.18;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;09-11-2020;6.0;7.8;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;09-11-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;09-11-2020;0.15;0.18;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;47;16-11-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;47;16-11-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;47;16-11-2020;0.14;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2020;0.67;0.87;0.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;19-10-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;30-11-2020;0.14;0.16;0.14
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2020;0.14;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;30-11-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;30-11-2020;0.67;0.87;0.8
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;07-12-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;07-12-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;14-12-2020;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2020;0.14;0.16;0.15
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;07-12-2020;0.14;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2020;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2020;0.67;0.87;0.8
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;14-12-2020;6.0;7.0;6.5
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2020;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2021;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2021;0.67;0.87;0.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;14-12-2020;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;11-01-2021;6.0;7.0;6.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;11-01-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;11-01-2021;0.14;0.16;0.15
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;18-01-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2021;0.67;0.87;0.8
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;18-01-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;18-01-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;15-02-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;15-02-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;01-03-2021;0.12;0.15;0.14
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;15-02-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;22-02-2021;7.0;8.5;7.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;22-02-2021;0.67;0.87;0.8
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;22-02-2021;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;01-03-2021;8.5;10.0;9.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;01-03-2021;0.87;1.07;1.0
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;08-03-2021;8.5;10.0;9.0
